expert_idx,expert_name,selected_rate,avg_weight,val_acc,assigned_classes
0,Anchor_Global,0.13538371980207625,0.15852776169776917,0.8337274877205748,"0, 1, 2, 3, 4, 5, 6, 7, 8, 9"
1,Balanced_Global,0.030522945570971186,0.09714320302009583,0.7527136013583167,"0, 1, 2, 3, 4, 5, 6, 7, 8, 9"
2,Tail_Expert,0.15913456873969148,0.09182415157556534,0.7608934930398187,"0, 1, 3, 4, 5, 6, 7, 8, 9"
3,Spec_Group1_volume,0.020568545648588336,0.1079547330737114,0.7649883048134926,"0, 2, 3, 4, 5, 6, 7, 9"
4,Spec_Group2_timing,0.06484913165809644,0.0862249955534935,0.734088390988551,"0, 2, 3, 4, 5, 6, 7, 9"
5,Spec_Group3_packet,0.03257980013583002,0.0576084703207016,0.7715745414255817,"0, 2, 3, 4, 5, 6, 7, 9"
6,Spec_Group4_tcp,0.06025031531968565,0.10189618170261383,0.7693404172605935,"0, 1, 3, 4, 5, 6, 7, 8"
7,Rand_1_packet,0.09298534976229747,0.10157836228609085,0.9725006425083527,"2, 5, 6, 7, 9"
8,Rand_2_timing,0.2560201804598816,0.09354204684495926,0.758842246970995,"0, 2, 3, 4, 5, 6, 7, 8, 9"
9,Rand_3_packet,0.14770544290288154,0.10370007157325745,0.9658453695836874,"2, 5, 6, 7, 8, 9"
